estudiante_id,carrera,semestre,genero,edad,promedio,materias_inscritas,materias_aprobadas,materias_reprobadas,asistencia_pct,beca,trabaja
EST-1160,Administracion,10,F,27,9.4,4,1,3,74.5,False,True
EST-1161,Economia,2,M,18,9.3,5,2,3,83.6,False,True
EST-1162,Administracion,9,M,21,15.9,6,6,0,80.1,False,True
EST-1163,Administracion,4,F,25,15.9,7,6,1,70.9,True,False
EST-1164,Economia,3,M,19,18.3,7,7,0,68.1,False,False
EST-1165,Relaciones Industriales,9,M,25,12.9,6,3,3,98.7,False,False
EST-1166,Economia,6,F,24,14.2,5,3,2,91.6,False,False
EST-1167,Relaciones Industriales,6,M,26,16.7,4,4,0,78.9,False,False
EST-1168,Administracion,9,F,27,10.0,6,6,0,87.5,False,True
EST-1169,Relaciones Industriales,9,F,23,13.6,7,6,1,58.4,False,True
EST-1170,Relaciones Industriales,7,F,18,14.9,4,3,1,74.7,False,False
EST-1171,Administracion,1,F,17,13.4,7,5,2,65.5,False,False
EST-1172,Economia,2,F,19,16.3,6,5,1,100.0,False,False
EST-1173,Relaciones Industriales,2,M,20,11.7,5,1,4,93.5,True,False
EST-1174,Relaciones Industriales,6,M,19,13.3,6,4,2,68.4,False,False
EST-1175,Economia,7,F,21,12.8,4,2,2,90.3,False,False
EST-1176,Administracion,7,F,22,12.7,6,6,0,88.3,False,False
EST-1177,Contaduria,6,F,23,14.6,5,3,2,73.6,False,False
EST-1178,Administracion,7,M,18,15.7,4,3,1,100.0,False,False
EST-1179,Administracion,2,M,18,11.6,7,4,3,74.9,True,False
EST-1180,Administracion,8,F,22,11.5,7,4,3,94.4,False,True
EST-1181,Economia,10,F,20,15.5,6,4,2,81.7,False,True
EST-1182,Economia,4,M,23,10.9,5,4,1,100.0,False,False
EST-1183,Contaduria,3,F,22,10.7,4,3,1,68.7,False,False
EST-1184,Administracion,10,M,28,11.6,4,2,2,87.4,False,False
EST-1185,Administracion,6,M,19,9.2,5,1,4,67.9,True,True
EST-1186,Administracion,5,M,22,19.0,6,6,0,89.1,False,False
EST-1187,Economia,5,M,19,14.5,4,3,1,67.7,False,False
EST-1188,Relaciones Industriales,1,M,20,15.4,6,5,1,79.5,False,False
EST-1189,Contaduria,6,F,21,11.5,7,4,3,82.6,True,True
EST-1190,Economia,5,M,22,12.9,4,1,3,73.1,False,False
EST-1191,Economia,7,F,20,12.0,6,6,0,96.9,False,False
EST-1192,Contaduria,2,M,20,13.2,5,4,1,82.8,True,False
EST-1193,Contaduria,1,M,19,15.7,7,7,0,94.9,False,False
EST-1194,Economia,8,F,24,14.7,5,2,3,85.5,False,False
EST-1195,Contaduria,1,M,20,12.9,6,6,0,58.4,False,True
EST-1196,Administracion,10,F,27,14.3,5,2,3,84.8,False,False
EST-1197,Administracion,9,F,23,16.2,6,6,0,79.7,False,False
EST-1198,Contaduria,9,F,26,16.0,6,5,1,100.0,False,False
EST-1199,Contaduria,1,F,18,14.4,4,3,1,61.5,True,True
EST-1200,Relaciones Industriales,8,F,22,15.8,5,2,3,79.9,False,False
EST-1201,Administracion,10,F,27,17.8,5,4,1,84.9,False,False
EST-1202,Contaduria,6,F,24,16.3,6,6,0,78.2,False,False
EST-1203,Contaduria,1,M,22,14.2,6,1,5,87.8,False,False
EST-1204,Economia,9,F,21,10.3,5,2,3,81.6,False,True
EST-1205,Administracion,9,F,23,13.1,5,3,2,96.6,False,True
EST-1206,Economia,8,F,25,15.4,7,6,1,71.7,False,False
EST-1207,Contaduria,7,M,24,13.6,5,4,1,82.2,False,False
EST-1208,Relaciones Industriales,6,M,23,12.4,7,4,3,73.7,False,False
EST-1209,Administracion,7,F,20,14.3,5,4,1,89.4,False,False
EST-1210,Administracion,9,M,24,15.3,4,4,0,94.8,True,False
EST-1211,Administracion,4,F,20,16.3,5,3,2,90.1,False,False
EST-1212,Administracion,6,F,22,15.2,6,5,1,92.0,False,False
EST-1213,Relaciones Industriales,10,F,26,14.0,4,3,1,76.2,False,True
EST-1214,Relaciones Industriales,8,M,20,16.0,6,4,2,46.4,False,True
EST-1215,Economia,10,F,26,13.0,4,2,2,86.9,False,True
EST-1216,Administracion,2,F,21,11.9,7,5,2,49.3,False,True
EST-1217,Relaciones Industriales,3,M,21,16.8,4,3,1,89.5,False,False
EST-1218,Administracion,7,F,25,17.2,5,4,1,93.3,False,False
EST-1219,Contaduria,10,F,28,10.9,4,1,3,98.6,False,False
EST-1220,Relaciones Industriales,1,F,17,15.2,6,4,2,59.8,True,False
EST-1221,Contaduria,9,F,27,16.9,7,7,0,58.8,False,True
EST-1222,Economia,8,F,20,13.0,5,2,3,84.7,False,True
EST-1223,Relaciones Industriales,2,F,20,13.7,4,4,0,43.0,False,True
EST-1224,Economia,4,M,22,14.8,6,5,1,100.0,False,True
EST-1225,Economia,8,M,22,13.4,5,4,1,77.4,False,True
EST-1226,Relaciones Industriales,10,F,24,16.8,4,4,0,83.3,False,False
EST-1227,Relaciones Industriales,9,F,26,15.5,7,7,0,100.0,False,False
EST-1228,Economia,5,M,20,11.1,5,3,2,79.8,False,False
EST-1229,Economia,9,F,27,11.0,4,2,2,100.0,False,False
EST-1230,Relaciones Industriales,6,M,21,14.7,6,2,4,77.1,True,True
EST-1231,Contaduria,9,F,24,15.1,5,3,2,80.3,False,False
EST-1232,Administracion,6,M,21,11.9,4,1,3,76.8,True,False
EST-1233,Contaduria,7,F,21,14.8,5,4,1,86.7,False,True
EST-1234,Economia,7,F,20,18.1,5,5,0,86.4,False,True
EST-1235,Economia,2,F,22,15.2,7,7,0,100.0,False,False
EST-1236,Economia,3,F,24,8.4,6,3,3,68.6,False,True
EST-1237,Economia,1,M,22,12.1,6,4,2,67.7,False,False
EST-1238,Economia,6,F,24,13.8,6,4,2,63.6,False,False
EST-1239,Administracion,10,F,28,20.0,7,7,0,79.0,False,False
EST-1240,Relaciones Industriales,10,M,24,17.4,6,5,1,74.9,False,True
EST-1241,Economia,7,F,20,11.0,7,3,4,75.7,False,True
EST-1242,Administracion,9,F,25,14.6,4,3,1,72.9,False,False
EST-1243,Economia,8,F,23,13.5,6,4,2,97.2,False,False
EST-1244,Relaciones Industriales,2,F,21,7.8,7,2,5,80.7,False,True
EST-1245,Relaciones Industriales,6,M,23,14.8,4,3,1,85.0,False,False
EST-1246,Contaduria,5,F,24,11.5,7,3,4,92.3,False,False
EST-1247,Contaduria,5,M,24,15.2,5,3,2,80.0,True,False
EST-1248,Contaduria,2,F,19,9.7,7,4,3,77.2,False,True
EST-1249,Economia,2,F,18,14.9,5,5,0,88.9,False,False
EST-1250,Relaciones Industriales,2,M,19,11.8,4,3,1,79.4,False,False
EST-1251,Administracion,10,M,24,13.4,6,4,2,76.1,False,False
EST-1252,Relaciones Industriales,5,F,22,13.8,4,2,2,95.8,False,False
EST-1253,Contaduria,1,F,17,15.7,5,5,0,70.4,False,True
EST-1254,Economia,1,M,19,11.9,5,2,3,100.0,False,False
EST-1255,Relaciones Industriales,2,M,20,13.4,4,4,0,100.0,False,False
EST-1256,Economia,2,F,21,13.9,5,5,0,71.6,False,False
EST-1257,Relaciones Industriales,10,M,20,10.4,6,4,2,91.7,False,False
EST-1258,Contaduria,10,F,20,15.2,4,2,2,55.0,False,False
EST-1259,Contaduria,6,M,25,10.4,5,2,3,94.4,False,True
EST-1260,Contaduria,10,M,26,13.6,7,6,1,84.5,False,False
EST-1261,Relaciones Industriales,9,F,22,12.8,6,5,1,86.2,False,False
EST-1262,Administracion,5,F,20,16.9,4,3,1,78.9,False,False
EST-1263,Contaduria,8,M,23,10.3,6,1,5,100.0,False,False
EST-1264,Contaduria,4,F,25,13.6,4,4,0,91.4,False,False
EST-1265,Relaciones Industriales,6,M,22,16.2,5,4,1,90.0,False,False
EST-1266,Economia,6,F,23,16.7,7,4,3,60.9,False,True
EST-1267,Relaciones Industriales,7,M,20,12.9,5,3,2,61.7,False,True
EST-1268,Relaciones Industriales,7,F,28,14.3,5,4,1,73.6,False,False
EST-1269,Contaduria,9,F,24,12.1,4,3,1,85.0,False,True
EST-1270,Relaciones Industriales,8,F,21,15.4,7,5,2,88.6,False,False
EST-1271,Relaciones Industriales,3,F,18,9.8,5,3,2,56.9,False,True
EST-1272,Economia,9,M,22,11.4,4,2,2,72.8,True,False
EST-1273,Economia,3,F,25,11.7,7,2,5,84.0,False,False
EST-1274,Administracion,6,F,23,12.2,4,1,3,83.5,False,True
EST-1275,Economia,6,M,20,13.7,5,3,2,60.6,False,False
EST-1276,Administracion,9,M,26,17.8,4,3,1,50.9,False,True
EST-1277,Relaciones Industriales,7,M,25,10.0,6,3,3,61.5,False,True
EST-1278,Relaciones Industriales,6,M,21,17.5,4,4,0,73.3,False,False
EST-1279,Economia,6,M,25,14.2,5,4,1,80.4,True,True
EST-1280,Relaciones Industriales,1,F,21,13.9,5,4,1,65.7,True,True
EST-1281,Relaciones Industriales,4,F,18,19.5,4,4,0,90.0,True,False
EST-1282,Administracion,2,M,20,14.7,6,3,3,78.1,False,False
EST-1283,Economia,10,F,24,11.2,6,1,5,98.4,True,False
EST-1284,Relaciones Industriales,8,M,25,17.3,5,5,0,80.3,False,True
EST-1285,Economia,10,M,23,16.1,7,7,0,86.7,False,False
EST-1286,Contaduria,10,F,24,10.2,4,3,1,74.7,False,True
EST-1287,Relaciones Industriales,5,F,22,17.0,4,4,0,64.2,False,False
EST-1288,Relaciones Industriales,5,M,17,15.6,4,3,1,96.0,True,False
EST-1289,Economia,3,F,17,13.9,6,3,3,59.4,False,True
EST-1290,Relaciones Industriales,6,M,17,16.8,7,6,1,79.2,False,False
EST-1291,Administracion,1,M,21,15.0,6,4,2,80.6,False,True
EST-1292,Economia,5,M,22,13.8,4,3,1,79.0,False,False
EST-1293,Relaciones Industriales,7,F,24,9.1,7,3,4,97.2,False,True
EST-1294,Administracion,3,F,17,13.3,5,2,3,89.3,False,False
EST-1295,Contaduria,10,F,24,17.7,4,3,1,83.7,False,True
EST-1296,Administracion,6,F,24,13.5,4,3,1,73.9,False,True
EST-1297,Economia,7,F,25,15.4,5,5,0,63.9,True,False
EST-1298,Economia,3,M,17,13.8,4,4,0,77.8,True,True
EST-1299,Administracion,4,M,20,15.0,7,6,1,86.1,False,False
EST-1300,Administracion,1,M,18,12.7,7,5,2,65.6,False,False
EST-1301,Contaduria,3,F,23,11.9,5,3,2,80.4,False,True
EST-1302,Economia,9,F,24,15.8,7,5,2,82.9,False,True
EST-1303,Contaduria,3,F,20,16.1,4,3,1,68.6,False,False
EST-1304,Administracion,1,F,21,16.9,6,5,1,68.0,True,False
EST-1305,Administracion,5,F,25,13.8,5,3,2,57.4,True,True
EST-1306,Contaduria,8,M,22,12.1,4,2,2,79.7,True,True
EST-1307,Relaciones Industriales,3,F,21,14.1,7,5,2,68.6,False,True
EST-1308,Economia,10,M,26,13.0,4,1,3,100.0,False,False
EST-1309,Administracion,3,F,20,11.8,6,4,2,83.1,False,True
EST-1310,Contaduria,1,F,17,13.2,4,2,2,75.0,False,True
EST-1311,Contaduria,10,F,23,12.6,5,2,3,100.0,False,True
EST-1312,Relaciones Industriales,8,M,27,12.8,6,4,2,95.3,False,False
EST-1313,Economia,2,F,24,18.6,7,7,0,74.3,False,False
EST-1314,Contaduria,2,F,17,14.6,4,2,2,73.1,False,False
EST-1315,Economia,4,M,22,15.5,7,5,2,96.0,False,False
EST-1316,Relaciones Industriales,8,F,23,10.9,7,4,3,86.3,False,True
EST-1317,Contaduria,8,F,21,10.6,6,6,0,87.2,False,True
EST-1318,Contaduria,8,M,24,16.4,7,7,0,99.8,False,False
EST-1319,Relaciones Industriales,5,M,23,10.7,4,3,1,79.6,False,True
EST-1320,Economia,8,F,25,11.1,5,2,3,100.0,False,False
EST-1321,Administracion,5,F,25,11.9,5,1,4,89.5,True,True
EST-1322,Relaciones Industriales,9,F,20,15.1,5,5,0,82.3,False,False
EST-1323,Economia,8,F,17,14.7,6,5,1,55.6,False,True
EST-1324,Economia,5,F,23,9.8,6,2,4,100.0,False,False
EST-1325,Economia,3,F,23,9.6,5,1,4,76.2,False,False
EST-1326,Relaciones Industriales,6,F,22,12.5,7,3,4,70.1,False,False
EST-1327,Administracion,5,F,22,15.3,6,3,3,84.0,False,False
EST-1328,Administracion,2,M,19,16.1,5,5,0,72.1,True,True
EST-1329,Administracion,4,F,19,14.6,7,2,5,74.1,True,True
EST-1330,Economia,2,F,22,13.3,5,2,3,73.7,False,True
EST-1331,Economia,7,M,23,15.9,7,7,0,100.0,False,False
EST-1332,Contaduria,10,M,19,17.1,5,5,0,87.0,False,False
EST-1333,Administracion,8,M,20,12.2,7,4,3,84.0,False,True
EST-1334,Contaduria,9,M,24,9.4,7,4,3,87.5,False,True
EST-1335,Economia,1,M,23,12.3,7,6,1,100.0,False,False
EST-1336,Economia,10,F,27,17.9,6,5,1,86.1,False,False
EST-1337,Contaduria,9,F,28,9.7,5,0,5,72.8,False,True
EST-1338,Administracion,6,M,19,17.0,5,4,1,82.6,False,False
EST-1339,Economia,5,F,21,11.9,6,4,2,77.6,False,True
EST-1340,Economia,2,M,19,16.9,4,4,0,79.8,False,False
EST-1341,Administracion,2,F,18,12.3,7,3,4,70.4,True,True
EST-1342,Economia,9,M,25,13.6,4,3,1,80.6,True,False
EST-1343,Economia,10,M,26,14.1,4,3,1,96.6,False,True
EST-1344,Administracion,4,F,20,9.3,6,5,1,68.5,False,True
EST-1345,Contaduria,3,F,23,14.0,6,2,4,84.9,False,False
EST-1346,Administracion,9,F,24,11.3,6,5,1,64.8,False,True
EST-1347,Economia,8,F,23,12.7,5,5,0,83.4,False,True
EST-1348,Relaciones Industriales,7,M,22,11.6,4,2,2,91.4,False,False
EST-1349,Contaduria,9,F,25,15.6,4,2,2,100.0,False,False
EST-1350,Relaciones Industriales,4,F,22,16.0,4,4,0,77.5,False,True
EST-1351,Administracion,9,F,25,16.2,7,6,1,79.4,False,False
EST-1352,Economia,1,F,19,14.1,5,3,2,100.0,False,False
EST-1353,Economia,9,F,23,13.2,5,4,1,70.6,False,True
EST-1354,Contaduria,8,M,30,9.5,5,2,3,78.4,False,True
EST-1355,Administracion,10,F,25,16.0,5,5,0,88.4,False,False
EST-1356,Contaduria,9,F,26,15.5,4,4,0,88.8,False,False
EST-1357,Administracion,8,F,18,17.5,4,3,1,100.0,True,False
EST-1358,Economia,3,F,22,19.5,6,5,1,85.7,True,True
EST-1359,Administracion,8,M,26,15.8,4,4,0,91.2,True,False
EST-1360,Relaciones Industriales,3,F,23,14.4,5,3,2,74.3,False,True
EST-1361,Relaciones Industriales,5,F,20,7.0,7,0,7,88.4,False,False
EST-1362,Contaduria,9,F,19,8.2,5,1,4,71.6,False,True
EST-1363,Contaduria,4,F,23,11.6,5,2,3,71.9,False,False
EST-1364,Administracion,10,M,23,15.5,4,3,1,75.5,False,False
EST-1365,Administracion,6,M,21,14.2,6,4,2,63.3,True,False
EST-1366,Economia,5,M,20,9.0,4,1,3,73.2,False,True
EST-1367,Economia,1,M,23,17.9,6,5,1,92.9,False,False
EST-1368,Administracion,1,M,21,14.8,6,3,3,84.3,False,False
EST-1369,Contaduria,3,F,21,13.6,6,6,0,75.7,False,False
EST-1370,Administracion,7,M,20,14.1,4,1,3,83.1,False,False
EST-1371,Contaduria,3,F,17,7.5,6,1,5,82.9,False,True
EST-1372,Contaduria,1,M,20,13.5,6,4,2,77.7,False,False
EST-1373,Administracion,9,F,22,18.0,5,5,0,80.2,False,False
EST-1374,Contaduria,5,M,21,15.2,7,5,2,76.8,False,False
EST-1375,Contaduria,4,F,24,16.3,4,4,0,88.7,False,False
EST-1376,Contaduria,9,F,24,13.8,4,2,2,65.8,False,True
EST-1377,Relaciones Industriales,3,F,19,14.5,5,4,1,80.7,False,False
EST-1378,Administracion,10,F,27,13.0,5,3,2,83.6,False,False
EST-1379,Economia,1,M,18,15.7,6,2,4,87.0,False,False
EST-1380,Relaciones Industriales,10,M,24,11.3,7,3,4,60.2,True,True
EST-1381,Relaciones Industriales,9,M,23,13.1,5,3,2,60.1,False,False
EST-1382,Administracion,6,F,21,12.3,4,2,2,60.7,False,False
EST-1383,Relaciones Industriales,4,M,21,10.8,6,2,4,53.2,False,True
EST-1384,Administracion,7,F,22,15.4,7,7,0,89.1,True,False
EST-1385,Administracion,5,M,24,13.3,5,3,2,100.0,False,False
EST-1386,Economia,4,M,20,11.4,4,2,2,72.7,False,False
EST-1387,Contaduria,1,M,21,14.3,4,1,3,100.0,False,False
EST-1388,Economia,6,M,21,13.1,6,3,3,91.7,False,False
EST-1389,Contaduria,10,F,26,9.3,6,3,3,90.8,True,False
EST-1390,Administracion,3,M,21,13.1,7,6,1,89.8,False,False
EST-1391,Economia,6,M,22,15.7,7,7,0,69.9,True,True
EST-1392,Contaduria,3,F,20,15.4,7,6,1,64.6,False,False
EST-1393,Economia,8,F,22,7.4,7,3,4,82.2,False,False
EST-1394,Administracion,7,M,24,8.3,5,1,4,85.3,False,True
EST-1395,Administracion,7,F,24,14.3,5,4,1,72.6,False,False
EST-1396,Contaduria,7,F,23,16.9,5,5,0,73.6,False,True
EST-1397,Contaduria,9,M,29,11.4,7,4,3,88.3,False,True
EST-1398,Administracion,5,M,20,11.9,6,4,2,80.0,False,False
EST-1399,Relaciones Industriales,7,F,25,14.3,4,2,2,71.2,False,False
EST-1400,Relaciones Industriales,3,F,17,18.3,6,6,0,61.4,False,True
EST-1401,Contaduria,3,M,20,14.6,4,2,2,85.0,False,False
EST-1402,Relaciones Industriales,4,F,20,11.3,6,4,2,67.5,False,True
EST-1403,Economia,3,F,25,14.0,4,4,0,100.0,False,False
EST-1404,Economia,9,M,22,13.0,7,4,3,89.9,False,False
EST-1405,Contaduria,2,F,19,14.7,4,2,2,95.2,False,False
EST-1406,Economia,3,M,20,13.3,6,4,2,66.5,False,True
EST-1407,Administracion,7,M,24,13.8,6,3,3,81.6,False,True
EST-1408,Administracion,2,F,21,16.7,5,5,0,94.5,False,False
EST-1409,Contaduria,6,M,22,13.8,6,3,3,66.1,True,False
EST-1410,Economia,2,F,23,13.1,7,5,2,100.0,False,False
EST-1411,Economia,9,F,24,18.2,4,4,0,72.8,False,False
EST-1412,Administracion,7,M,24,7.7,4,2,2,82.7,False,False
EST-1413,Relaciones Industriales,5,F,23,11.8,7,5,2,67.2,False,False
EST-1414,Contaduria,4,F,21,12.4,7,5,2,89.8,False,True
EST-1415,Administracion,6,F,25,13.4,5,3,2,97.4,False,False
EST-1416,Economia,7,F,19,15.2,5,3,2,100.0,False,False
EST-1417,Contaduria,2,M,20,13.5,6,5,1,68.5,False,True
EST-1418,Administracion,2,M,21,11.9,5,5,0,71.7,False,True
EST-1419,Economia,1,F,19,10.3,5,2,3,63.6,False,True
EST-1420,Contaduria,1,F,21,13.7,5,4,1,76.9,False,True
EST-1421,Contaduria,6,M,25,9.2,6,5,1,82.1,True,True
EST-1422,Administracion,1,M,17,12.9,6,2,4,100.0,False,False
EST-1423,Economia,2,F,20,11.0,6,2,4,78.9,False,True
EST-1424,Administracion,7,F,25,11.9,4,3,1,80.8,False,False
EST-1425,Relaciones Industriales,6,M,30,11.5,6,2,4,71.3,False,False
EST-1426,Administracion,5,F,20,16.9,4,4,0,73.9,True,False
EST-1427,Relaciones Industriales,9,F,25,12.7,7,7,0,71.0,False,False
EST-1428,Contaduria,5,F,22,9.6,5,3,2,78.7,False,False
EST-1429,Economia,6,F,25,12.7,6,4,2,75.0,False,False
EST-1430,Administracion,6,F,25,11.1,5,2,3,85.6,False,False
EST-1431,Relaciones Industriales,5,M,25,17.2,6,5,1,60.9,True,True
EST-1432,Relaciones Industriales,1,F,22,11.5,7,6,1,71.8,False,False
EST-1433,Contaduria,10,F,26,15.4,4,3,1,67.6,False,False
EST-1434,Contaduria,2,F,19,13.5,5,4,1,60.9,False,True
EST-1435,Administracion,3,M,19,14.4,4,3,1,86.3,True,False
EST-1436,Administracion,9,F,23,13.1,6,5,1,81.0,False,True
EST-1437,Administracion,3,M,20,13.9,4,4,0,76.8,False,True
EST-1438,Administracion,9,M,21,15.0,4,3,1,78.3,False,False
EST-1439,Administracion,3,M,20,13.4,6,2,4,73.1,False,True
EST-1440,Economia,1,F,19,11.7,7,4,3,86.5,False,False
EST-1441,Administracion,1,M,19,15.1,6,5,1,60.5,False,True
EST-1442,Administracion,1,M,17,13.5,4,3,1,77.5,False,True
EST-1443,Contaduria,1,F,17,9.8,5,3,2,76.8,False,True
EST-1444,Administracion,9,F,28,16.3,6,6,0,96.5,False,False
EST-1445,Contaduria,6,M,17,9.2,5,3,2,81.4,False,True
EST-1446,Relaciones Industriales,4,M,27,16.8,7,7,0,98.9,True,False
EST-1447,Relaciones Industriales,5,M,22,8.6,5,1,4,78.2,True,True
EST-1448,Relaciones Industriales,10,F,31,14.2,7,4,3,72.0,False,False
EST-1449,Contaduria,6,F,23,13.4,6,5,1,87.0,False,False
EST-1450,Relaciones Industriales,6,M,23,14.8,5,3,2,83.5,False,False
EST-1451,Economia,9,F,30,13.2,4,2,2,75.6,False,True
EST-1452,Contaduria,9,M,26,13.9,6,4,2,75.5,True,True
EST-1453,Administracion,1,F,20,12.8,7,2,5,72.7,False,True
EST-1454,Economia,1,F,22,15.0,6,6,0,79.6,True,False
EST-1455,Administracion,8,M,27,16.3,6,4,2,75.8,False,True
EST-1456,Contaduria,4,M,20,15.9,6,2,4,89.2,False,False
EST-1457,Contaduria,6,M,21,14.9,5,4,1,80.8,False,True
EST-1458,Economia,7,F,24,8.4,7,3,4,76.6,False,True
EST-1459,Relaciones Industriales,4,F,21,11.1,4,1,3,62.4,False,True
EST-1460,Relaciones Industriales,4,F,21,11.1,5,1,4,73.0,False,True
EST-1461,Economia,3,M,24,13.0,4,4,0,66.5,False,False
EST-1462,Administracion,1,M,17,15.2,7,2,5,81.7,False,False
EST-1463,Administracion,10,F,31,10.1,6,2,4,92.5,False,False
EST-1464,Relaciones Industriales,6,F,21,11.5,5,2,3,88.1,False,False
EST-1465,Relaciones Industriales,6,F,25,11.0,6,3,3,85.0,False,True
EST-1466,Administracion,6,M,23,12.5,5,5,0,64.5,False,True
EST-1467,Administracion,7,M,23,12.5,7,4,3,83.5,False,True
EST-1468,Relaciones Industriales,2,F,23,16.2,5,5,0,67.5,False,True
EST-1469,Contaduria,7,F,22,15.1,7,6,1,68.5,False,False
EST-1470,Administracion,7,M,22,15.1,5,3,2,100.0,False,False
EST-1471,Economia,8,M,28,12.2,5,4,1,100.0,False,True
EST-1472,Administracion,10,F,26,15.2,5,4,1,48.4,False,True
EST-1473,Relaciones Industriales,7,M,22,15.7,7,5,2,83.6,True,True
EST-1474,Relaciones Industriales,5,F,19,13.4,7,6,1,89.0,False,False
EST-1475,Administracion,5,F,24,10.4,7,3,4,61.5,False,True
EST-1476,Relaciones Industriales,9,M,25,14.3,4,2,2,78.4,False,True
EST-1477,Economia,7,M,24,11.9,6,2,4,91.6,False,False
EST-1478,Economia,6,M,21,10.1,5,4,1,64.8,False,True
EST-1479,Administracion,10,M,19,15.1,6,4,2,84.8,False,False
EST-1480,Economia,2,M,23,17.5,4,4,0,89.4,False,False
EST-1481,Economia,6,F,22,17.3,7,7,0,80.5,False,False
EST-1482,Economia,8,F,22,10.2,7,2,5,53.3,False,True
EST-1483,Economia,1,F,21,10.9,6,3,3,94.8,True,True
EST-1484,Economia,3,M,17,15.9,7,7,0,83.8,True,False
EST-1485,Relaciones Industriales,6,M,26,15.0,4,3,1,63.4,False,True
EST-1486,Administracion,9,M,25,16.4,5,4,1,94.0,False,False
EST-1487,Contaduria,5,M,26,12.0,7,5,2,72.8,False,True
EST-1488,Relaciones Industriales,3,M,21,7.9,7,2,5,89.9,False,True
EST-1489,Administracion,1,M,19,12.1,6,2,4,90.6,False,False
EST-1490,Contaduria,1,M,18,8.7,4,3,1,71.1,False,True
EST-1491,Contaduria,7,F,25,14.1,7,2,5,73.1,False,False
EST-1492,Contaduria,9,M,27,13.0,6,3,3,77.0,False,True
EST-1493,Economia,2,F,21,7.9,5,2,3,91.0,False,True
EST-1494,Economia,6,M,20,15.4,7,6,1,83.5,False,False
EST-1495,Administracion,10,F,24,15.0,4,4,0,75.9,True,False
EST-1496,Economia,6,F,20,13.3,7,5,2,93.8,False,False
EST-1497,Economia,2,F,20,11.3,4,1,3,62.2,True,True
EST-1498,Contaduria,3,F,17,15.3,6,6,0,98.1,False,False
EST-1499,Administracion,2,M,19,10.7,4,0,4,94.1,False,True
EST-1500,Administracion,9,F,25,13.3,7,5,2,61.4,False,True
EST-1501,Economia,9,F,27,14.4,4,3,1,83.3,False,True
EST-1502,Administracion,8,F,25,17.9,7,6,1,91.0,False,False
EST-1503,Economia,1,M,17,11.7,4,1,3,83.4,False,False
EST-1504,Contaduria,2,M,21,10.2,6,2,4,68.4,False,True
EST-1505,Administracion,10,F,21,12.6,6,4,2,75.4,True,True
EST-1506,Administracion,9,M,26,14.6,7,7,0,92.4,False,False
EST-1507,Economia,9,M,27,10.1,7,2,5,91.8,False,True
EST-1508,Contaduria,5,F,21,14.9,6,3,3,86.2,False,False
EST-1509,Relaciones Industriales,7,M,21,12.6,5,4,1,68.5,False,True
EST-1510,Relaciones Industriales,9,F,21,14.8,7,7,0,80.3,False,False
EST-1511,Contaduria,2,M,20,7.2,7,2,5,63.8,False,True
EST-1512,Economia,10,F,24,12.4,5,4,1,81.4,False,False
EST-1513,Administracion,1,F,19,12.7,4,4,0,84.6,False,True
EST-1514,Contaduria,1,F,20,16.6,6,4,2,100.0,False,False
EST-1515,Relaciones Industriales,4,F,24,13.9,6,3,3,82.9,False,False
EST-1516,Economia,6,M,22,9.9,6,3,3,67.3,False,True
EST-1517,Economia,1,M,21,13.6,6,5,1,88.5,False,False
EST-1518,Relaciones Industriales,6,M,21,12.9,5,4,1,76.0,True,True
EST-1519,Administracion,9,F,25,11.9,6,3,3,80.0,False,False
EST-1520,Administracion,7,M,24,10.9,6,5,1,95.2,False,False
EST-1521,Administracion,10,F,23,8.1,4,1,3,74.2,True,True
EST-1522,Economia,2,M,19,11.8,6,4,2,73.1,False,False
EST-1523,Administracion,3,M,20,9.6,4,3,1,95.0,False,True
EST-1524,Administracion,3,M,21,14.1,4,3,1,86.0,False,False
EST-1525,Administracion,10,F,17,11.6,6,4,2,83.9,False,False
EST-1526,Contaduria,7,F,25,14.5,4,3,1,67.0,False,False
EST-1527,Administracion,4,F,26,17.3,7,6,1,78.8,False,False
EST-1528,Economia,6,M,22,15.3,6,4,2,87.4,False,False
EST-1529,Economia,4,F,26,12.3,6,3,3,100.0,False,False
EST-1530,Relaciones Industriales,7,M,25,10.2,6,5,1,77.8,True,True
EST-1531,Administracion,9,F,27,14.2,5,3,2,59.3,False,True
EST-1532,Relaciones Industriales,3,M,19,9.5,6,4,2,98.6,False,True
EST-1533,Administracion,3,F,26,11.6,4,2,2,79.1,False,True
EST-1534,Relaciones Industriales,4,F,22,11.3,6,4,2,92.0,True,True
EST-1535,Relaciones Industriales,2,M,22,11.0,7,5,2,84.4,False,False
EST-1536,Administracion,3,M,25,13.4,6,3,3,80.0,False,False
EST-1537,Contaduria,1,M,19,11.3,6,3,3,74.1,False,True
EST-1538,Administracion,2,M,22,12.9,6,4,2,74.7,False,False
EST-1539,Relaciones Industriales,3,F,21,14.4,6,3,3,76.5,True,True
EST-1540,Administracion,9,M,21,13.3,6,2,4,52.0,True,True
EST-1541,Administracion,10,F,24,17.5,6,5,1,88.8,False,False
EST-1542,Relaciones Industriales,6,F,20,14.7,7,4,3,80.1,False,True
EST-1543,Economia,6,M,18,15.4,4,2,2,80.6,True,False
EST-1544,Economia,1,F,20,12.9,5,3,2,62.5,True,True
EST-1545,Administracion,9,F,27,17.1,6,5,1,75.4,False,False
